Name,Twitter Handle,Total Tweets,Favourites_Count,Followers,User_Id,User_Verified,User Location,Date of Tweet,Tweet Id,Tweet Text,Language,Tweet Source,Tweet Retweet,Tweet Reply To Id,Reply To Name 
b'1-800-did-i-ask? call now! \xf0\x9f\x93\xb1\xf0\x9f\x93\x9e',b'iconickbeauty',b'29616',b'47166',b'613',b'4228599483',b'False',"b'Purgatory, TX'",b'2015-11-19 19:26:46',b'967517546202259456',b'RT @_sleazyyy: Turquoise Dreams \xf0\x9f\x92\xa0 (Brands used tagged!)\n@ABHcosmetics Aurora Glow Kit\n@shoploecal Ready or Not Palette\n@Maybelline Inti-Mat\xe2\x80\xa6',b'en',b'Twitter for iPad',b'7',b'None',b'None'
b'welcome to chilis',b'kamilaxtutorial',b'23869',b'29889',b'2278',b'2920293130',b'False',b'Drowning in Makeup',b'2014-12-13 20:28:31',b'967517430347157505',b'RT @friendarts: @kamilaxtutorial @milk1422 @ABHcosmetics @MorpheBrushes @MakeupRevUSA @Maybelline @SuvaBeauty @tartecosmetics ooooh we stan\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'LOE CAL',b'shoploecal',b'4738',b'2555',b'11655',b'794563603156402181',b'False',"b'Atlanta, GA'",b'2016-11-04 15:35:00',b'967517205989642240',b'RT @_sleazyyy: Turquoise Dreams \xf0\x9f\x92\xa0 (Brands used tagged!)\n@ABHcosmetics Aurora Glow Kit\n@shoploecal Ready or Not Palette\n@Maybelline Inti-Mat\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'7',b'None',b'None'
b'Christina',b'spanishcvndy',b'41398',b'22699',b'169726',b'3953296632',b'False',b'CA',b'2015-10-20 02:30:26',b'967516606694703106',b'@Maybelline super stay matte ink in the shade poet (I love this formula btw) best matte liquid lipstick https://t.co/x1OfBfjBe7',b'en',b'Twitter for iPhone',b'2',b'64574086',b'Maybelline'
b'fa.',b'__favi',b'1584',b'6088',b'1119',b'880794040354123777',b'False',b'HE HIM HIS',b'2017-06-30 14:23:58',b'967514976775794688',b'@kamilaxtutorial @milk1422 @ABHcosmetics @MorpheBrushes @MakeupRevUSA @Maybelline @SuvaBeauty @tartecosmetics ooooh\xe2\x80\xa6 https://t.co/A8BqDTOAYO',b'en',b'Twitter for iPad',b'1',b'2920293130',b'kamilaxtutorial'
b'BloggingBeesRT \xf0\x9f\x90\x9d',b'bloggingbeesrt',b'1496',b'277',b'585',b'948682540516298752',b'False',"b'Wisconsin, USA'",b'2018-01-03 22:28:38',b'967514825415888896',b'RT @monicahein87: Love eyeshadow palettes @UrbanDecay @KATVONDbeauty @NARSCosmetics @Maybelline @bloggingbeesrt @FemaleBloggerRT https://t.\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'Fatima Defrancia\xf0\x9f\x87\xb5\xf0\x9f\x87\xad',b'Lovelytima09',b'57310',b'109550',b'1056',b'1319412602',b'False',b'Bay Area  ',b'2013-04-01 01:12:13',b'967513536640434176',"b""RT @Maybelline: It's finally here! We heard your requests to bring our fan favorite #BurgundyBar palette to the US and we hope you're ready\xe2\x80\xa6""",b'en',b'Twitter for iPhone',b'91',b'None',b'None'
b'Brittany Paige',b'NeONLovE214',b'32',b'3',b'76',b'350425301',b'False',b'Joliet',b'2011-08-07 19:10:04',b'967513276736245760',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/p39SDyHXWo',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'welcome to chilis',b'kamilaxtutorial',b'23869',b'29889',b'2278',b'2920293130',b'False',b'Drowning in Makeup',b'2014-12-13 20:28:31',b'967513264342093824',"b'recreated a @milk1422 face chart \xe2\x9a\x9c\xef\xb8\x8f\n\xe2\x80\x94\xe2\x80\x94\n@ABHcosmetics pomade, lipgloss, prism &amp; mr\n@MorpheBrushes 9A\n@MakeupRevUSA h\xe2\x80\xa6 https://t.co/3u3HSsy0W0'",b'en',b'Twitter for iPhone',b'8',b'None',b'None'
b'Heidi Weller',b'HeidiSvec',b'433',b'66',b'64',b'757430216',b'False',"b'Wisconsin, USA'",b'2012-08-14 16:15:13',b'967511276099457026',b'Drugstore makeup look \xf0\x9f\x98\x8a using @MakeupRevUSA @Maybelline @LOrealParisUSA @physciansformula #maybelline #Loreal\xe2\x80\xa6 https://t.co/jD8Nja0wE2',b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'Yahira Velasquez',b'VelasquezYahira',b'72',b'116',b'7',b'909130069888684032',b'False',b'',b'2017-09-16 19:01:14',b'967510130945331218',b'@bhcosmetics @ABHcosmetics @LAColorsusa @ColourPopCo @Maybelline @milanicosmetics @thekatvond @LORAC_Cosmetics\xe2\x80\xa6 https://t.co/ccTsS6zLdd',b'und',b'Twitter for Android',b'0',b'130668812',b'bhcosmetics'
b'Allie \xf0\x9f\xa4\x93',b'loveallie5',b'116646',b'109864',b'1059',b'173643280',b'False',b'',b'2010-08-02 00:35:58',b'967509337290821632',"b""RT @Maybelline: You asked for it...and it's here, babellines! We're finally bringing our highly coveted #BurgundyBar palette to the US! Sig\xe2\x80\xa6""",b'en',b'Twitter for iPhone',b'52',b'None',b'None'
b'Mari',b'adair1015',b'24',b'15',b'3',b'4094174854',b'False',b'',b'2015-11-02 02:07:44',b'967507656691855367',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/EiFX7Q0kzk',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'Sharkie',b'StabulousSnake',b'679',b'733',b'32',b'894340669950623744',b'False',b'United States',b'2017-08-06 23:33:26',b'967503357878456320',b'RT @ciindygarciaa: \xf0\x9f\x92\x8e\xf0\x9f\x92\x8e\xf0\x9f\x92\x8e\n@ABHcosmetics dipbrow pomade \xe2\x80\x9cgranite\xe2\x80\x9d\n@Maybelline master chrome \xe2\x80\x9cmolten gold\xe2\x80\x9d \n@kyliecosmetics \xe2\x80\x9ccommando\xe2\x80\x9d velvet li\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'maggie_jayy',b'Maggiejayy1',b'3',b'0',b'6',b'4890093900',b'False',b'',b'2016-02-10 23:57:32',b'967503334574841857',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/fPnsPS7hrQ',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'Goddess \xe2\x9c\xa8',b'HaiKnalah',b'50195',b'14530',b'700',b'150707055',b'False',b'STL\xf0\x9f\x8c\xb9',b'2010-06-01 16:21:53',b'967503120862515200',"b'RT @HaiKnalah: @elfcosmetics @MorpheBrushes @Maybelline @ColourPopCo @KALIUCHIS @MakeupForWOC @MFMGirls So if you need a hero, just look in\xe2\x80\xa6'",b'en',b'Twitter for iPhone',b'3',b'None',b'None'
"b""Boy$ R' Us""",b'_sleazyyy',b'25908',b'4185',b'1149',b'200605050',b'False',"b'Maryland, USA'",b'2010-10-09 18:49:43',b'967502478857179136',b'@lagirlusa HD Pro Conceal in Toffee \n@b_radiance Lash Lengthening Mascara \n@BlackOpalBeauty True Color Soft Velvet\xe2\x80\xa6 https://t.co/4IQSg3r90Z',b'en',b'Twitter for iPhone',b'0',b'200605050',b'_sleazyyy'
b'Morgan Wyan',b'morgankwyan',b'107',b'36',b'69',b'859819538921267202',b'False',"b'Ohio, USA'",b'2017-05-03 17:18:47',b'967502238016069633',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/fLyUvThRsk',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
"b""Boy$ R' Us""",b'_sleazyyy',b'25908',b'4185',b'1149',b'200605050',b'False',"b'Maryland, USA'",b'2010-10-09 18:49:43',b'967501895962103809',b'Turquoise Dreams \xf0\x9f\x92\xa0 (Brands used tagged!)\n@ABHcosmetics Aurora Glow Kit\n@shoploecal Ready or Not Palette\n@Maybelline\xe2\x80\xa6 https://t.co/spvaXbj46t',b'en',b'Twitter for iPhone',b'7',b'None',b'None'
b'Black Radiance',b'b_radiance',b'2453',b'4101',b'3912',b'634047155',b'False',b'',b'2012-07-12 21:06:38',b'967501545095876608',b'@_BarbieKristina @BobbiBrown @juviasplace @KATVONDbeauty @BenefitBeauty @Doseofcolors @COVERGIRL @Maybelline\xe2\x80\xa6 https://t.co/QnsgjHRTI5',b'en',b'Twitter for iPhone',b'0',b'839778402034831360',b'_BarbieKristina'
b'\xf0\x9f\x8c\xbbyesdnil',b'lindsrenee04',b'5803',b'1832',b'347',b'484325039',b'False',b'',b'2012-02-06 00:10:03',b'967501525949059072',"b'If you don\xe2\x80\x99t have the @Influenster app, you seriously need it. Can\xe2\x80\x99t go wrong with free full-size makeup \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x92\x81\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xe2\x80\xa6 https://t.co/AGNfA4z1q3'",b'en',b'InfluensterApp',b'0',b'None',b'None'
b'Kassandra Valle',b'kassy323',b'2641',b'10475',b'157',b'1106794488',b'False',b'',b'2013-01-20 17:29:14',b'967500984279805957',"b""RT @Maybelline: It's finally here! We heard your requests to bring our fan favorite #BurgundyBar palette to the US and we hope you're ready\xe2\x80\xa6""",b'en',b'Twitter for iPhone',b'91',b'None',b'None'
b'Dove \xf0\x9f\x95\x8a',b'KimmieMusic',b'2184',b'14412',b'126',b'110564591',b'False',"b'South Bay Area, Ca'",b'2010-02-02 00:28:31',b'967500653193986049',b'@TrashOnTheLand @SP1LL1NGtea @boostmobile @BurgerKing @CadburyWorld @Maybelline @Huggies @Dove @DegreeMen\xe2\x80\xa6 https://t.co/e5BA57znwG',b'en',b'Twitter for Android',b'0',b'965659447346384896',b'TrashOnTheLand'
b'NICE Farrah',b'FarrahAnalslam',b'317',b'345',b'44',b'949510130915250177',b'False',"b'Austin, TX'",b'2018-01-06 05:17:11',b'967500085046194176',b'RT @TrashOnTheLand: @SP1LL1NGtea I will also be boycotting @boostmobile @BurgerKing @CadburyWorld  @Maybelline @Huggies @Dove @DegreeMen @D\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'4',b'None',b'None'
b'shuri\xe2\x9a\xa1',b'cruella_lafresh',b'53276',b'13521',b'3591',b'90679862',b'False',b'',b'2009-11-17 17:49:50',b'967498701559263232',b'@alanaauston_ @dirtyteacups @ABHcosmetics @Certifeye @ColourPopCo @KweenCosmetics @Maybelline @milanicosmetics\xe2\x80\xa6 https://t.co/Ja7NH8pVmT',b'und',b'Twitter for iPhone',b'0',b'3374919381',b'alanaauston_'
b'Dasia Janae',b'dajjrambo',b'51976',b'5304',b'2301',b'271671915',b'False',"b'Los Angeles, California \xf0\x9f\x8c\xb4'",b'2011-03-24 23:53:04',b'967497290381430785',b'@AiryneeJ_ @ABHcosmetics @MakeupForWOC @MorpheBrushes @juviasplace @NARSCosmetics @wetnwildbeauty @NyxCosmetics\xe2\x80\xa6 https://t.co/QPvzb3mJ1n',b'en',b'Twitter for iPhone',b'0',b'41010497',b'AiryneeJ_'
b'Lyndi \xe2\x98\x80\xef\xb8\x8f',b'swinglifeawayxx',b'1638',b'440',b'112',b'1518118111',b'False',"b'small town, usa'",b'2013-06-15 01:51:17',b'967496473859493888',b'Plus I\xe2\x80\x99m not even near a store. I had to drive like an hour just to be turned away. #SoFuckingDone @Maybelline',b'en',b'Twitter for iPhone',b'0',b'1518118111',b'swinglifeawayxx'
b'A L E X I A \xe2\x9c\xa8',b'alexiamizell_',b'16302',b'36232',b'757',b'1365964518',b'False',"b'Houston, TX'",b'2013-04-20 02:48:00',b'967496157743190017',b'If you haven\xe2\x80\x99t seen my new 8hr wear test of the @Maybelline Superstay you should definitely click this link \xe2\x9e\xa1\xef\xb8\x8f\xe2\x80\xa6 https://t.co/ScR6FSizJQ',b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'Lyndi \xe2\x98\x80\xef\xb8\x8f',b'swinglifeawayxx',b'1638',b'440',b'112',b'1518118111',b'False',"b'small town, usa'",b'2013-06-15 01:51:17',b'967495804184297472',b'Too expensive to be breaking this easily. I\xe2\x80\x99d rather spend a little more and ACTUALLY get some use out of it\xe2\x80\xa6 https://t.co/9AmwC7Kwzq',b'en',b'Twitter for iPhone',b'0',b'1518118111',b'swinglifeawayxx'
b'Jayme Epstein',b'JaymeGayle',b'521',b'155',b'103',b'42815136',b'False',b'',b'2009-05-27 04:29:36',b'967491023134969860',b'Excited to try the new #FITme foundation and #masterprime from @Maybelline! #FitMeDewy #influenster https://t.co/gl2D0Pfoqd',b'en',b'InfluensterApp',b'0',b'None',b'None'
b'Heather Mount',b'beautyNmakeup07',b'727',b'471',b'29',b'3313357443',b'False',"b'Delaware, USA'",b'2015-06-08 15:34:48',b'967490320232574976',b'Also @Maybelline super stay matte ink in huntress and @limecrime bubble gum pallet for the inner corner',b'en',b'Twitter for Android',b'0',b'3313357443',b'beautyNmakeup07'
b'KAREN\xf0\x9f\x8c\xb8',b'iamkarennb',b'1622',b'5641',b'146',b'4469729473',b'False',"b'Tulare, CA'",b'2015-12-06 01:01:30',b'967488940482625541',b'can\xe2\x80\x99t wait to try @maybelline dewy foundation out \xf0\x9f\x92\x95 Big thank you to @influenster #FitMeDewy #contest #complimentary https://t.co/aYi0fgKbhg',b'en',b'InfluensterApp',b'0',b'None',b'None'
"b""Sasuke's Local Ass Eater""",b'kelechi125',b'159685',b'188199',b'1753',b'138247185',b'False',b'',b'2010-04-29 01:19:03',b'967486809792970754',b'@MakeupForWOC @PINKPOISONC @Maybelline I love Colourpop\xe2\x80\x99s formulas.',b'en',b'Twitter for iPhone',b'0',b'3950477674',b'MakeupForWOC'
b'glitter queen \xe2\x9c\xa8',b'alanaauston_',b'51400',b'25109',b'4809',b'3374919381',b'False',b'810/217',b'2015-07-14 01:25:06',b'967485732993536000',b'RT @ShesKindaQuiet: @alanaauston_ @dirtyteacups @ABHcosmetics @Certifeye @ColourPopCo @KweenCosmetics @Maybelline @milanicosmetics @MorpheB\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'glitter queen \xe2\x9c\xa8',b'alanaauston_',b'51400',b'25109',b'4809',b'3374919381',b'False',b'810/217',b'2015-07-14 01:25:06',b'967485720536461312',b'@ShesKindaQuiet @dirtyteacups @ABHcosmetics @Certifeye @ColourPopCo @KweenCosmetics @Maybelline @milanicosmetics\xe2\x80\xa6 https://t.co/J5lOdhty1l',b'en',b'Twitter for iPhone',b'0',b'2384553764',b'ShesKindaQuiet'
b'Barbie Kristina',b'_BarbieKristina',b'851',b'1499',b'103',b'839778402034831360',b'False',"b'California, USA'",b'2017-03-09 10:02:28',b'967483971809329152',b'Brown Mixed with Blue \n@BobbiBrown @juviasplace @b_radiance @KATVONDbeauty @BenefitBeauty @Doseofcolors @COVERGIRL\xe2\x80\xa6 https://t.co/qT214rlhy0',b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'Garbage',b'ShesKindaQuiet',b'6517',b'6296',b'204',b'2384553764',b'False',b'',b'2014-03-12 02:51:49',b'967483389673578496',b'@alanaauston_ @dirtyteacups @ABHcosmetics @Certifeye @ColourPopCo @KweenCosmetics @Maybelline @milanicosmetics\xe2\x80\xa6 https://t.co/tgG2NMZ3tk',b'en',b'Twitter for Android',b'1',b'3374919381',b'alanaauston_'
b'Evelyn Dawnn',b'SunAndMoonMUA',b'907',b'6474',b'121',b'830941155428855810',b'False',"b'Texas, USA'",b'2017-02-13 00:46:24',b'967482654521221121',b'I forgot how good the @Maybelline Fit Me! Concealer makes my skin look even without foundation \xf0\x9f\x98\xa9\xf0\x9f\x92\x95',b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'Garrett Hahn',b'OmgItsGare',b'13988',b'5106',b'21539',b'46815698',b'False',"b'Los Angeles, CA'",b'2009-06-13 03:25:49',b'967481664657022976',b'@littleirishmua @MorpheBrushes @Maybelline @stilacosmetics @JouerCosmetics @beautybakerie @SBounsom @JeffreeStar Aww thanks boo \xf0\x9f\x98\x98',b'en',b'Twitter for iPhone',b'0',b'863181720752967680',b'littleirishmua'
b'Vi Lynn',b'xoxo_viii',b'1',b'0',b'5',b'798909963255091200',b'False',b'',b'2016-11-16 15:25:53',b'967481114569920514',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/9ol5qb9G39',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'Lyndi \xe2\x98\x80\xef\xb8\x8f',b'swinglifeawayxx',b'1638',b'440',b'112',b'1518118111',b'False',"b'small town, usa'",b'2013-06-15 01:51:17',b'967480379543379969',b'Really high quality craftsmanship @Maybelline \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc thank you for wasting my time and money \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad #ILovedYou\xe2\x80\xa6 https://t.co/NJsPEHlnod',b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'CG',b'itscarlyinnit',b'9488',b'1603',b'925',b'26230125',b'False',b'Glasgow',b'2009-03-24 12:56:24',b'967477919407902726',b'In LOVE with @Maybelline Matte Stay Ink in Seductress \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d https://t.co/mMAh4jmP07',b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'KyKy \xf0\x9f\xa5\x80',b'Kyarahhhh',b'10514',b'7204',b'796',b'231736791',b'False',b'',b'2010-12-29 09:38:40',b'967476984791162880',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/UIJtpZrOfH',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'\xf0\x9d\x92\x9f\xf0\x9d\x92\xb6\xf0\x9d\x92\xbe\xf0\x9d\x93\x88\xf0\x9d\x93\x8e',b'xdaisyblack',b'283',b'1125',b'17',b'793469714580332544',b'False',b'',b'2016-11-01 15:08:17',b'967475907639365639',b'RT @cathyobv: Made my own custom made soft glam palette \xf0\x9f\x98\xad brands used in this video \n@Maybelline \n@ABHcosmetics \n@tartecosmetics \n@fentybea\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'2',b'None',b'None'
b'Tabi\xf0\x9f\x8c\xbb',b'_tabithasglam_',b'22392',b'14164',b'1465',b'2740659550',b'False',b'',b'2014-08-12 09:04:43',b'967474717857902592',b'\xf0\x9f\x92\x99Blueberry bubblegum\xf0\x9f\x92\x99\n\xe2\x80\xa2\n@bhcosmetics take me back to Brazil palette\n@NyxCosmetics glitter liner in crystal silver\xe2\x80\xa6 https://t.co/BxbhPF8wAt',b'en',b'Twitter for iPhone',b'14',b'None',b'None'
b'Vayy',b'_MsVayy',b'20050',b'234',b'303',b'338838425',b'False',b'',b'2011-07-20 05:07:35',b'967474205561376768',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/AryRk8XU9X',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'Pascal Appel',b'Pascal_Appel',b'20391',b'9',b'612',b'127607000',b'False',b'Eindhoven',b'2010-03-29 18:38:32',b'967474109700599816',b'Openbaar feedback vragen aan je volgers/fans... @Maybelline deed het. Of toch niet? #Snapchat \nhttps://t.co/Y0wtlryLsP',b'nl',b'Twitter for Android',b'0',b'None',b'None'
b'Rebecca Crocker',b'b3kz',b'7710',b'3173',b'222',b'40562255',b'False',b'Hamilton',b'2009-05-16 23:12:23',b'967473381728833541',b'@Maybelline superstay foundation \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d https://t.co/WNF75Uxw7G',b'en',b'Twitter for iPhone',b'0',b'40562255',b'b3kz'
b'The Girls',b'CafeofBeauty_',b'79',b'12',b'26',b'934172633452679168',b'False',b'',b'2017-11-24 21:31:26',b'967472504401874944',"b'""I like nonsense, it wakes up the brain cells. Fantasy is a necessary ingredient in living.""\n\n@tartecosmetics\xe2\x80\xa6 https://t.co/98mloFOWrw'",b'en',b'Twitter for Android',b'0',b'None',b'None'
b'Amina Switzer',b'AminaSwitzer',b'5445',b'4649',b'355',b'964833096',b'False',b'probably @ Gaylord College',b'2012-11-22 19:39:09',b'967472463654412289',b'Thank you @influenster and @maybelline for my first #complimentary VoxBox! Excited to use it. #Dewy+Smooth\xe2\x80\xa6 https://t.co/B2uF26EIxo',b'en',b'InfluensterApp',b'0',b'None',b'None'
b'glitter queen \xe2\x9c\xa8',b'alanaauston_',b'51400',b'25109',b'4809',b'3374919381',b'False',b'810/217',b'2015-07-14 01:25:06',b'967470922851594241',b'RT @picking_daisyy: @alanaauston_ @deysidaydey @dirtyteacups @ABHcosmetics @Certifeye @ColourPopCo @KweenCosmetics @Maybelline @milanicosme\xe2\x80\xa6',b'en',b'Twitter for iPhone',b'1',b'None',b'None'
b'glitter queen \xe2\x9c\xa8',b'alanaauston_',b'51400',b'25109',b'4809',b'3374919381',b'False',b'810/217',b'2015-07-14 01:25:06',b'967470892891721728',b'@picking_daisyy @deysidaydey @dirtyteacups @ABHcosmetics @Certifeye @ColourPopCo @KweenCosmetics @Maybelline\xe2\x80\xa6 https://t.co/UdVg5Z6toL',b'en',b'Twitter for iPhone',b'0',b'760769230979555328',b'picking_daisyy'
b'\xf0\x9f\x92\x8b',b'ShanJustDontGAF',b'40984',b'12545',b'1893',b'113176624',b'False',"b'Atlanta, GA'",b'2010-02-10 23:37:29',b'967469589822140418',b'RT @AaliyahJay: @AaliyahJay x @Maybelline \n\n#Maybelline https://t.co/5O7yzhSkbQ',b'und',b'Twitter for iPhone',b'399',b'None',b'None'
b'Lily',b'Lily81709319',b'72',b'317',b'2',b'942146666072805376',b'False',"b'Chicago, IL'",b'2017-12-16 21:37:24',b'967468235338715136',b'@cathyobv @Maybelline @ABHcosmetics @tartecosmetics @fentybeauty @hudabeauty Beautiful look.',b'en',b'Twitter for iPad',b'0',b'2824509748',b'cathyobv'
b'Manuela \xe2\x97\x9f\xcc\xbd\xe2\x97\x9e\xcc\xbd',b'siendoungnomo_',b'23905',b'15027',b'795',b'2514970588',b'False',b'Colombia',b'2014-04-28 15:26:04',b'967465653547491328',b'RT @AaliyahJay: @AaliyahJay x @Maybelline \n\n#Maybelline https://t.co/5O7yzhSkbQ',b'und',b'Twitter for iPhone',b'399',b'None',b'None'
b'Morgan \xf0\x9f\x8c\xb8',b'MorganMorazzano',b'2848',b'18884',b'470',b'1642965564',b'False',b'',b'2013-08-03 14:54:08',b'967464938628419592',"b""RT @Maybelline: You asked for it...and it's here, babellines! We're finally bringing our highly coveted #BurgundyBar palette to the US! Sig\xe2\x80\xa6""",b'en',b'Twitter for iPhone',b'52',b'None',b'None'
b'beauty by Perla',b'beautybyperla',b'126',b'23',b'37',b'2863320547',b'False',b'IG: true_beauty_by_perla ',b'2014-10-18 19:13:00',b'967464812891590657',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest @influenster #FitMeDewy @Maybelline #complimentary\xe2\x80\xa6 https://t.co/HhDAHi3Wm4',b'en',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'Madison I.',b'wittyusername18',b'14257',b'25076',b'136',b'2759598631',b'False',b'',b'2014-08-23 17:31:28',b'967463487055122432',"b""RT @Maybelline: You asked for it...and it's here, babellines! We're finally bringing our highly coveted #BurgundyBar palette to the US! Sig\xe2\x80\xa6""",b'en',b'Twitter for iPhone',b'52',b'None',b'None'
b'b\xf0\x9f\x96\xa4',b'brianna_ae',b'6759',b'7134',b'239',b'2725602483',b'False',b'Home ',b'2014-07-26 20:57:15',b'967463458756349953',"b""RT @Maybelline: It's finally here! We heard your requests to bring our fan favorite #BurgundyBar palette to the US and we hope you're ready\xe2\x80\xa6""",b'en',b'Twitter for iPhone',b'91',b'None',b'None'
b'Let\xc3\xadcia Donadon',b'leticiadonadon',b'15132',b'30',b'1033',b'32258567',b'False',b'',b'2009-04-17 02:18:20',b'967462975350112256',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/pXP5ZUyXHE',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
b'DrainTheSwamp',b'TrashOnTheLand',b'44',b'22',b'9',b'965659447346384896',b'False',b'',b'2018-02-19 18:48:48',b'967462638333513728',b'@SP1LL1NGtea @boostmobile @BurgerKing @CadburyWorld @CesarCuisine @Charmin @creditkarma @DegreeWomen @Dove @Huggies\xe2\x80\xa6 https://t.co/DL9FLNQizT',b'en',b'Twitter for iPhone',b'0',b'780226205442158592',b'SP1LL1NGtea'
b'Daisy Santillan',b'picking_daisyy',b'4886',b'4369',b'170',b'760769230979555328',b'False',"b'Texas, USA'",b'2016-08-03 09:28:14',b'967461083056410624',b'@alanaauston_ @deysidaydey @dirtyteacups @ABHcosmetics @Certifeye @ColourPopCo @KweenCosmetics @Maybelline\xe2\x80\xa6 https://t.co/LpyxWsZK8B',b'en',b'Twitter for iPhone',b'1',b'3374919381',b'alanaauston_'
b'DrainTheSwamp',b'TrashOnTheLand',b'44',b'22',b'9',b'965659447346384896',b'False',b'',b'2018-02-19 18:48:48',b'967459167639228416',b'@SP1LL1NGtea I will also be boycotting @boostmobile @BurgerKing @CadburyWorld  @Maybelline @Huggies @Dove\xe2\x80\xa6 https://t.co/gZWXlTzgQU',b'en',b'Twitter for iPhone',b'4',b'780226205442158592',b'SP1LL1NGtea'
b'muabykimane',b'muabykimane',b'1156',b'35',b'80',b'462468301',b'False',b'',b'2012-01-13 00:10:30',b'967457105216262145',"b'I\xe2\x80\x99ve always had a crazy relationship with my brows, sometime they are good sometime they are bad ,\n@AnastasiaBevHil\xe2\x80\xa6 https://t.co/lByIoPKTXT'",b'en',b'Twitter for iPhone',b'0',b'None',b'None'
b'Adriana Lima fans',b'angel_adrianal',b'14',b'308',b'0',b'789866102847377408',b'False',"b'Born in Salvador, Bahia,Brazil'",b'2016-10-22 16:28:48',b'967457086786473984',b'RT @AdrianaLima: \xe2\x9c\xa8\xf0\x9f\x92\x96 #FBF TO MY #NYFW LOOK \xf0\x9f\x92\x96\xe2\x9c\xa8 @Maybelline #maybellinegirls https://t.co/PN4EqwxjJI',b'en',b'Twitter for iPhone',b'479',b'None',b'None'
b'Bhargav Kukadiya',b'BhargavKukadiya',b'986',b'1',b'136',b'274118440',b'False',"b'\xe0\xa4\xb8\xe0\xa5\x82\xe0\xa4\xb0\xe0\xa4\xa4, \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4'",b'2011-03-29 19:25:51',b'967455734584799238',"b'Play #MaybellineAppQuiz @amazonIN and stand a chance to win \xe2\x82\xb95,000. @Maybelline'",b'en',b'Twitter Web Client',b'0',b'None',b'None'
b'tracy flick',b'cheltaylor',b'35066',b'40594',b'481',b'23537720',b'False',b'queens',b'2009-03-10 01:30:13',b'967454510724632578',b'RT @notfolu: wyd @maybelline https://t.co/rsBpHb0GxW',b'und',b'Twitter for iPhone',b'1',b'None',b'None'
b'Ari & Josh Jaramillo',b'arii_love_xo',b'1314',b'365',b'107',b'937922258',b'False',b'',b'2012-11-09 22:45:54',b'967453915531931648',b'I was skeptical of a dewy foundation at first! But this has proven me wrong. It gives such a smooth flawless finish\xe2\x80\xa6 https://t.co/3iccO2VbS3',b'en',b'InfluensterApp',b'0',b'None',b'None'
b'Alani Rodriguez',b'Vidalani23',b'1',b'0',b'1',b'967452489405493248',b'False',b'',b'2018-02-24 17:33:42',b'967453838297960449',b'@Influenster #FitMeDewy @Maybelline #complimentary #contest https://t.co/W1hFiLg0UH',b'und',b'InfluensterApp',b'0',b'60152652',b'Influenster'
